6d0bba93-729a-4c17-8274-4858f12b2358	80aec7f3-829f-4eda-8384-a1cfedcf26e5	2
aef00782-68f6-430e-ad2d-721a3418ecf5	80aec7f3-829f-4eda-8384-a1cfedcf26e5	1
ac9c3222-96fe-414b-b185-eea19f244d29	80aec7f3-829f-4eda-8384-a1cfedcf26e5	1
f5e46667-f7af-41d1-98e4-1786472cb007	80aec7f3-829f-4eda-8384-a1cfedcf26e5	2
76ee2830-90bf-4add-8641-a18f7c51cd53	e13242a0-72fa-4110-831b-840aa06baaec	0
3a153929-c4e6-44b2-b2e7-d2af6fbd0e96	80aec7f3-829f-4eda-8384-a1cfedcf26e5	2
20d0501c-f195-48dc-b40e-844ade25d877	80aec7f3-829f-4eda-8384-a1cfedcf26e5	2
92b8824e-4de2-4cf8-83d0-cb66738a7e79	7d978e49-f6f7-44f5-a3c6-d320cf62b8c8	0
c6ee8cb3-2ebc-4a1c-af55-8def4c8eedd1	76bd5f53-1ac1-4952-a794-5e9c017d4103	0
75ae4ea9-f52e-4f5d-93b8-e7c4885b90e8	6cb2daa1-c6a2-4f91-b69a-77cd5f13044a	0
c632d3b3-a0ed-49b4-8f71-f3ef612a6cad	6cb2daa1-c6a2-4f91-b69a-77cd5f13044a	1
beedb540-caba-4638-8fa5-44457446ed4f	76bd5f53-1ac1-4952-a794-5e9c017d4103	0
202fc8bf-215a-4ae1-8366-6a3b43c089c6	76bd5f53-1ac1-4952-a794-5e9c017d4103	0
fdc76cc5-83ab-4373-89d0-4b9afa68484d	76bd5f53-1ac1-4952-a794-5e9c017d4103	0
43ebb835-75ab-4ee7-bbec-27f0f382eae6	76bd5f53-1ac1-4952-a794-5e9c017d4103	0
aac250e7-3a76-4467-9fe4-044385e8d36c	7d978e49-f6f7-44f5-a3c6-d320cf62b8c8	0
d0436d5b-80e7-4fd2-8fff-f237347447a2	76bd5f53-1ac1-4952-a794-5e9c017d4103	0
ed2c3563-c80c-4646-a05b-606b9c082f86	5117be15-81ba-453e-9035-3ccb547cc8f3	0
c2225fe1-e067-4685-b396-750643248bf3	5117be15-81ba-453e-9035-3ccb547cc8f3	0
c2d509b6-b98a-4558-9c97-0d9e39e17e1d	d5a48d62-47a9-48b3-b763-a11030dc5dfd	0
27cdfa3d-9d10-4bc5-93cf-15bf14feced0	76bd5f53-1ac1-4952-a794-5e9c017d4103	0
fa7cb156-4878-430e-9c78-ba60a66dd503	09044c15-3d3a-4268-9586-074d8ddf95d9	0
7d3f7f34-8896-4d69-8732-87b59c4f9889	76bd5f53-1ac1-4952-a794-5e9c017d4103	0
7fc899a8-5608-4026-b209-8702dd38910e	76bd5f53-1ac1-4952-a794-5e9c017d4103	0
4ae309b7-0880-431a-b73a-e96642ae4201	76bd5f53-1ac1-4952-a794-5e9c017d4103	0
2d403d4d-2c5c-49c4-b05e-3c1f6f5abe35	76bd5f53-1ac1-4952-a794-5e9c017d4103	0
caa90e14-774b-463c-9f10-91c9c9bf5fe3	80aec7f3-829f-4eda-8384-a1cfedcf26e5	0
40375321-44c1-407e-9448-c0d08151062b	09044c15-3d3a-4268-9586-074d8ddf95d9	0
72ccf932-3266-4a07-aaac-504e6df82ff3	16c5f113-66cc-4514-8df0-4092a99285c0	0
10f967ea-6fa3-48e6-9a15-3e460f2fa1d3	76bd5f53-1ac1-4952-a794-5e9c017d4103	0
75860827-fe0c-4754-8298-accb2a3c43c7	16c5f113-66cc-4514-8df0-4092a99285c0	1
ea44a300-c99a-49f7-90a4-299d7cdd01e7	16c5f113-66cc-4514-8df0-4092a99285c0	1
e7fadbe6-ec5b-4f75-bf69-2c1f3e16b8ee	16c5f113-66cc-4514-8df0-4092a99285c0	0
f70a67cd-249e-45d2-af9b-b88e3e0e0689	16c5f113-66cc-4514-8df0-4092a99285c0	0
4d2744b5-4f0a-445d-8570-1b60e79d6f21	16c5f113-66cc-4514-8df0-4092a99285c0	0
af723531-71b7-44c8-ab0f-db78560e4242	16c5f113-66cc-4514-8df0-4092a99285c0	0
cb2331cf-d870-442e-ace3-5aa812642e37	16c5f113-66cc-4514-8df0-4092a99285c0	0
ca0d6462-d9f8-49ac-9d39-d68fb5cfb3ce	16c5f113-66cc-4514-8df0-4092a99285c0	0
c30ee1e7-4c2c-4efd-8911-af7b0b628f74	16c5f113-66cc-4514-8df0-4092a99285c0	0
c1623a81-c235-40f3-8bcc-39256a52e1c0	16c5f113-66cc-4514-8df0-4092a99285c0	0
4b94fa17-0944-4b2c-9855-08982c810dc6	16c5f113-66cc-4514-8df0-4092a99285c0	0
474c7909-8ae1-4844-8e79-2a7d79662f98	16c5f113-66cc-4514-8df0-4092a99285c0	0
c2a4cbfa-4409-424d-bcc0-8a4a9109627c	16c5f113-66cc-4514-8df0-4092a99285c0	0
