a5a601b6-0eb8-4e07-bb33-4ca9eff4e237	092d58c9-d64b-40ab-a8a2-d683c92aa319	09044c15-3d3a-4268-9586-074d8ddf95d9	6dc60633-650f-4ea4-b55f-8b2b8d7ca13c	bcaf8261-1047-4078-8e8e-8810881d7d48	55	\N
e408a9cd-bbe1-437c-85eb-0117633e492a	092d58c9-d64b-40ab-a8a2-d683c92aa319	09044c15-3d3a-4268-9586-074d8ddf95d9	bcaf8261-1047-4078-8e8e-8810881d7d48	767bbd38-cfbe-40c8-a812-fc74ee914bb5	19	\N
b4614cde-0321-46fb-9c93-a4a753d8bb71	092d58c9-d64b-40ab-a8a2-d683c92aa319	09044c15-3d3a-4268-9586-074d8ddf95d9	9d540684-2084-4fbe-80cc-b03d3645d283	9317863b-9b3d-4022-bc06-47e21855a014	61	\N
9108515f-97ef-498b-b0fa-92609b35dbe4	092d58c9-d64b-40ab-a8a2-d683c92aa319	09044c15-3d3a-4268-9586-074d8ddf95d9	9d540684-2084-4fbe-80cc-b03d3645d283	1481f422-316c-4154-a5ec-799c57bf6f22	79	\N
af2452aa-41a2-41b8-8919-20e6d531578e	092d58c9-d64b-40ab-a8a2-d683c92aa319	09044c15-3d3a-4268-9586-074d8ddf95d9	833907e8-0f69-443a-abdc-35f03df96d20	6dc60633-650f-4ea4-b55f-8b2b8d7ca13c	71	\N
774a2948-3ebf-461e-8fe6-0cc584d9458f	092d58c9-d64b-40ab-a8a2-d683c92aa319	09044c15-3d3a-4268-9586-074d8ddf95d9	833907e8-0f69-443a-abdc-35f03df96d20	767bbd38-cfbe-40c8-a812-fc74ee914bb5	30	\N
8a61cf26-e50e-45d9-ad52-b35376353bc5	092d58c9-d64b-40ab-a8a2-d683c92aa319	09044c15-3d3a-4268-9586-074d8ddf95d9	6dc60633-650f-4ea4-b55f-8b2b8d7ca13c	767bbd38-cfbe-40c8-a812-fc74ee914bb5	11	\N
b82ce051-4556-4252-8efc-4a2937a2f834	092d58c9-d64b-40ab-a8a2-d683c92aa319	09044c15-3d3a-4268-9586-074d8ddf95d9	a395a1e7-a02b-4759-b29b-bf953ff6def7	cbdc3dda-9b77-4626-83e8-2e00a88b6613	34	\N
2022c630-9d09-45aa-95be-905ed4785300	092d58c9-d64b-40ab-a8a2-d683c92aa319	09044c15-3d3a-4268-9586-074d8ddf95d9	a395a1e7-a02b-4759-b29b-bf953ff6def7	7dcf6485-d499-491b-acd5-156b8c386409	79	\N
638a65af-9f4a-4e50-9131-b954ec23da37	092d58c9-d64b-40ab-a8a2-d683c92aa319	09044c15-3d3a-4268-9586-074d8ddf95d9	a395a1e7-a02b-4759-b29b-bf953ff6def7	bcaf8261-1047-4078-8e8e-8810881d7d48	92	\N
a76926b0-e72b-49b6-b795-05c2c01ec990	61dcd740-fa6f-4b1c-b59a-584de294dc90	09044c15-3d3a-4268-9586-074d8ddf95d9	833907e8-0f69-443a-abdc-35f03df96d20	6dc60633-650f-4ea4-b55f-8b2b8d7ca13c	100	\N
6a7ebd74-9a37-41f3-a0a8-644ffee99939	61dcd740-fa6f-4b1c-b59a-584de294dc90	09044c15-3d3a-4268-9586-074d8ddf95d9	a395a1e7-a02b-4759-b29b-bf953ff6def7	9d540684-2084-4fbe-80cc-b03d3645d283	13	\N
bda67358-5968-4ca9-92fd-38e2b619f585	61dcd740-fa6f-4b1c-b59a-584de294dc90	09044c15-3d3a-4268-9586-074d8ddf95d9	a395a1e7-a02b-4759-b29b-bf953ff6def7	9317863b-9b3d-4022-bc06-47e21855a014	0	\N
dc5b3660-6a06-4a71-9fdf-2a7b8892cbdb	61dcd740-fa6f-4b1c-b59a-584de294dc90	09044c15-3d3a-4268-9586-074d8ddf95d9	a395a1e7-a02b-4759-b29b-bf953ff6def7	1481f422-316c-4154-a5ec-799c57bf6f22	0	\N
04991217-4816-41c0-bc11-093d4c20867d	61dcd740-fa6f-4b1c-b59a-584de294dc90	09044c15-3d3a-4268-9586-074d8ddf95d9	a395a1e7-a02b-4759-b29b-bf953ff6def7	833907e8-0f69-443a-abdc-35f03df96d20	10	\N
4260bb83-e25f-42e6-9188-355f4902ef9e	61dcd740-fa6f-4b1c-b59a-584de294dc90	09044c15-3d3a-4268-9586-074d8ddf95d9	a395a1e7-a02b-4759-b29b-bf953ff6def7	6dc60633-650f-4ea4-b55f-8b2b8d7ca13c	39	\N
59cf013f-8384-4dac-aab0-fbdb2181db14	61dcd740-fa6f-4b1c-b59a-584de294dc90	09044c15-3d3a-4268-9586-074d8ddf95d9	a395a1e7-a02b-4759-b29b-bf953ff6def7	767bbd38-cfbe-40c8-a812-fc74ee914bb5	63	\N
ccf95d76-7e05-4817-905a-4ca7b7678c57	61dcd740-fa6f-4b1c-b59a-584de294dc90	09044c15-3d3a-4268-9586-074d8ddf95d9	cbdc3dda-9b77-4626-83e8-2e00a88b6613	7dcf6485-d499-491b-acd5-156b8c386409	61	\N
3ace3669-b1dc-4003-ac5b-d38113bff322	61dcd740-fa6f-4b1c-b59a-584de294dc90	09044c15-3d3a-4268-9586-074d8ddf95d9	cbdc3dda-9b77-4626-83e8-2e00a88b6613	bcaf8261-1047-4078-8e8e-8810881d7d48	100	\N
eabd1fe1-6bab-4c4a-89db-21716e8c70fe	092d58c9-d64b-40ab-a8a2-d683c92aa319	80aec7f3-829f-4eda-8384-a1cfedcf26e5	7ceae080-0511-4f30-ba61-1a957c662ed6	78b05e8a-9a6c-426e-b58a-e641052d54d7	41	\N
